"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Lebanon","LBN","Population ages 40-44, female (% of female population)","SP.POP.4044.FE.5Y","3.71003115931369","3.73375747517626","3.88289325258304","4.10501285320965","4.32871249993831","4.51289708822042","4.65642644235579","4.78353759507657","4.89357079212983","4.98109970723164","5.04016426238013","5.05122332234924","5.02632109645713","4.97629732685387","4.91901854092217","4.86618939708777","4.8023657019746","4.7397149203599","4.67424741350625","4.59813932867641","4.50814686157413","4.40783085976975","4.29768104735697","4.17935031586054","4.05575767926525","3.93107394812216","3.85543331403204","3.77923389707596","3.7311474590461","3.75118151723459","3.8556958102054","4.10380266449757","4.44231945651824","4.81243569184418","5.14306336693679","5.40537036243633","5.58272417415755","5.68727023744508","5.74460941821101","5.80451063987839","5.89825125008882","5.80620254148272","5.6974485232595","5.57502973330766","5.45356407471329","5.35771302808893","5.56005528745149","5.81723471722394","6.0967507468478","6.33973194194895","6.50064208025798","6.52671339138841","6.4962066826393","6.4362037013011","6.38794300625216","6.37642105470774","6.42817866223572","6.49014678787586","6.56528594607341","",
"Lebanon","LBN","Population ages 35-39, male (% of male population)","SP.POP.3539.MA.5Y","5.38556716478756","5.56159163388881","5.68857701446995","5.77381303833964","5.83279672705838","5.87243882243925","5.86546718842114","5.8328660585256","5.77832208019953","5.70286137856418","5.60862448943357","5.49386996851975","5.36961435669961","5.23878921088468","5.10592488714519","4.97671550157024","4.79616398695621","4.58485653299312","4.35434821358985","4.12806831636094","3.92813321237489","3.82925024002521","3.76847876253479","3.75301952886083","3.79344084907506","3.89154724425078","4.14092416500674","4.46113087624528","4.79908834766034","5.07555363862159","5.24139217228378","5.46970061074549","5.62506277971852","5.75783166195784","5.93960977825299","6.2091371021291","6.38712393954516","6.62371233245885","6.90298446456541","7.1860607039746","7.44107074122413","7.92479216065763","8.26952024255395","8.43559969910869","8.43108871225153","8.28664963297241","8.06906075867208","7.82108903365147","7.57304344745132","7.35481847562156","7.17433975944419","7.0628473641852","7.02332992196221","7.01812941925539","7.00868572877702","6.98064370920549","6.93271774450971","6.86350698434758","6.7864600664834","",
"Lebanon","LBN","Population ages 35-39, female (% of female population)","SP.POP.3539.FE.5Y","5.28393311668918","5.4592795775271","5.57787584066976","5.64871680940121","5.69157047470057","5.7171070060933","5.72015381101331","5.700836868603","5.66481281313449","5.61813782095281","5.56601492255134","5.49659870956217","5.42764355269115","5.35575212867375","5.27661454516165","5.190502701304","5.08039617597584","4.96708188756202","4.85760547891728","4.75913978659577","4.67785560983821","4.58326918885304","4.48424340284885","4.40720391088393","4.3932880446385","4.46226592234717","4.69199590218699","5.01455913747748","5.36724554995873","5.65521553914097","5.81943309571441","5.98919827545954","6.08216619981326","6.14778327532481","6.25733244648081","6.45154925575742","6.58277540798377","6.75442815105844","6.95632009262826","7.16284943398129","7.35354602002113","7.22164145991111","7.12090902970792","7.05658218507337","7.00629274479621","6.94028476673433","7.05947255908343","7.12788367584069","7.16434844027207","7.18836813486142","7.20208911991926","7.18817485128909","7.17668755676459","7.16558617590945","7.16725801768323","7.19713417616348","7.27048800842639","7.36027836659035","7.46156941555478","",
"Lebanon","LBN","Population ages 30-34, male (% of male population)","SP.POP.3034.MA.5Y","6.82252639071144","6.81271251408764","6.74507569423369","6.63975990064578","6.52205208615011","6.40490008526589","6.25548329596569","6.11204566072658","5.97188614237314","5.82751793478596","5.6791276909512","5.52850243982398","5.38400769389297","5.26029099075424","5.17912168519452","5.15480961769745","5.04322171231126","4.95448802090362","4.91387219765372","4.94473223802584","5.0476488377771","5.26479986460317","5.55229219793352","5.8536385708902","6.08588213174323","6.20085562738374","6.32464437480829","6.33759490555776","6.28686690495088","6.24566830762824","6.25412030718697","6.57803158369305","6.96357561763754","7.38340215467727","7.80727360467812","8.22122605080094","8.4278311470735","8.62953124226574","8.81747363074431","8.97463216014968","9.08486972707631","9.05762802192243","8.84480114143036","8.48344827212985","8.05310795679037","7.63997998791913","7.53472192154151","7.51630019437182","7.55302082105952","7.58056519988468","7.54883184387166","7.53917293284413","7.47672328400057","7.36774907007138","7.2427566093958","7.12785371461941","7.03756959278633","6.95897805710826","6.91252227611131","",
"Lebanon","LBN","Population ages 30-34, female (% of female population)","SP.POP.3034.FE.5Y","6.67607241085717","6.66782485589177","6.59906808889223","6.49447220683625","6.38691624760034","6.29262301004311","6.20680672253044","6.13731472883175","6.075356772469","6.00403935998306","5.91634753628413","5.8055961340111","5.69240257094061","5.58507233127799","5.49552646122707","5.43420815331174","5.36230434138575","5.29795863000227","5.27634734749427","5.34377317881176","5.5172941478027","5.72247515893859","6.02108965757734","6.34629526932536","6.59809691600917","6.71757784208942","6.82753552180304","6.81833822337824","6.73542605511384","6.64935463465967","6.59927869037221","6.81357246636219","7.08799381821694","7.40457021212597","7.74347226123452","8.09652716863109","8.25856224661981","8.43026494186821","8.6054001588282","8.76446882851238","8.88643161556443","8.68797019811933","8.45877532963387","8.19169899482534","7.9209064395681","7.69663006535382","7.72974938611141","7.78192471511909","7.85046872907746","7.91671319277373","7.95752833974046","8.00306387357818","8.04725443905447","8.08490240075168","8.12040511890437","8.16179799381237","8.19912889349697","8.2267521950926","8.25367411990647","",
"Lebanon","LBN","Population ages 25-29, male (% of male population)","SP.POP.2529.MA.5Y","7.36075256910725","7.2061534590283","7.02698071567334","6.83480559978304","6.64237510043129","6.45772889242557","6.26086795062829","6.08870471423296","5.95951382158575","5.88658894412552","5.87029651853812","5.88894913145629","5.94575674605901","6.06031647434519","6.26327617643001","6.56618241881953","6.79932852939061","7.10679980862887","7.42737029900696","7.6747918718944","7.80072746674488","7.8563701637163","7.79911392070662","7.67122504834335","7.55058266471741","7.49445002580318","7.59910276424423","7.74906347696898","7.92084815687187","8.07524131058792","8.18907439106197","8.61802817642712","9.01467519004611","9.37675804899252","9.70551221335402","9.99638072493794","10.0329944036501","10.0447693060758","10.024513570752","9.96072689330242","9.84785693506748","9.3651671379929","8.91690149218239","8.55023784483894","8.26912160774889","8.05469522571318","8.01747425726366","7.97072611434561","7.92471657271962","7.88492307541525","7.84350436503299","7.82025015151848","7.74471707640019","7.63047485003854","7.52089012870095","7.45463559440602","7.53044138453001","7.67267827269093","7.85565543653062","",
"Lebanon","LBN","Population ages 25-29, female (% of female population)","SP.POP.2529.FE.5Y","7.31987554105318","7.21091489035689","7.08509621767871","6.94813877002798","6.80501201679884","6.65908817225019","6.51912915934391","6.39521238057159","6.2979287477542","6.22807938392134","6.18147123869487","6.12859205211905","6.08393463364264","6.08709763968186","6.19708133395113","6.44047329668865","6.74997498889041","7.16444874686118","7.60997449432443","7.98091312341655","8.2165661141058","8.26594987432763","8.19183856026321","8.03447641896128","7.86881709314894","7.74985917340002","7.777456089558","7.83544289747185","7.90970626089219","7.97381193285364","8.01245386154236","8.3719117265909","8.72642390289449","9.06975023828025","9.39703566233343","9.69922497750698","9.74869532786068","9.78608477813734","9.80199202415566","9.77717407164707","9.69688231141825","9.31213509116297","8.97681262562633","8.71773210635265","8.55977663310388","8.51856745826302","8.57662224853054","8.65316658880464","8.74146681206473","8.81661269638247","8.85229692416889","8.91283162728329","8.9324348910668","8.92149177374838","8.90802544129208","8.90990399896945","8.91887801961863","8.94402521251824","8.97356933108551","",
"Lebanon","LBN","Population ages 20-24, male (% of male population)","SP.POP.2024.MA.5Y","7.41529135279321","7.20881904808616","6.98631041964726","6.78676971697858","6.65968916392527","6.63034725693295","6.6675022165281","6.76267454423611","6.92061004506932","7.15560325057816","7.47359793006738","7.90334850605437","8.42157430396765","8.95772112987871","9.42032657152902","9.76103399167664","9.8171971763957","9.74827336629169","9.59894993761204","9.44865862640112","9.35862644044422","9.3268609070496","9.36816734497886","9.46348146271847","9.57527061198022","9.68657532238708","9.79028217866622","9.86903868531307","9.93581731912892","10.0044618290525","10.0797171011543","10.4308044540999","10.6956288246389","10.8618088112018","10.9292131695108","10.9037073345892","10.6957786768375","10.4772276029722","10.2501386995055","10.0084428859963","9.74925197588565","9.30706528544539","8.94277391356043","8.65797605496859","8.4680543070741","8.37980787733063","8.37268298878416","8.39198165834595","8.44699401051559","8.5372118646075","8.64384653973448","8.68601046330901","8.72659919626859","8.73864816862706","8.70652380650479","8.64715829942028","8.68413743438987","8.68474746093311","8.66040713252968","",
"Lebanon","LBN","Population ages 20-24, female (% of female population)","SP.POP.2024.FE.5Y","7.72953804868699","7.55124987321065","7.34645787006981","7.14727729049877","6.99422107948853","6.90937116158089","6.87911639839091","6.87297241886661","6.91753334014987","7.05766451060668","7.3160072282482","7.71007831427219","8.22652460275688","8.78193622256129","9.26384189216455","9.61248637586156","9.76061459857751","9.7720781032508","9.69177247923005","9.59429265265704","9.53069945560066","9.42443729413433","9.37170710998916","9.36196472488788","9.37122422548167","9.39097338749818","9.43120573693822","9.46029443866848","9.48861919906975","9.52624958565475","9.57559663013158","9.93789786611464","10.2314305032358","10.4381116343733","10.5503721919175","10.5684475422294","10.392203203271","10.1969063397483","9.98444000146346","9.75143991871192","9.49720003962526","9.24560229229809","9.12068783119669","9.12561504878473","9.25320023722737","9.48048375252632","9.51301383856732","9.54147821488893","9.57886041058554","9.62942378685291","9.6792060359647","9.76529792857199","9.81235445797905","9.79276974826181","9.70414422140285","9.57316815728008","9.45451712322097","9.30894479216014","9.14960563410025","",
"Lebanon","LBN","Population ages 15-64 (% of total population)","SP.POP.1564.TO.ZS","52.4381683390205","52.0665615871124","51.6183736846834","51.2133243257812","51.0145603457525","51.0912718800406","51.1953241970835","51.5338399384202","52.0361213187068","52.5702227157538","53.0544947101854","53.5055162450028","53.9364125606534","54.3495559728809","54.7835088446841","55.26986519261","55.3237051524299","55.3415022254338","55.3563157317193","55.3908638767503","55.4510764876132","55.4430440249439","55.5286958984152","55.6712401490119","55.8217155524489","55.958438835669","56.3291657772339","56.6663668120962","56.9833220035945","57.2690028021889","57.4841850502525","58.6470370393188","59.691066573216","60.5999582271298","61.4195924788378","62.214217289521","62.3022628795527","62.473212508993","62.7198444843943","62.9853091148167","63.2063835069317","63.0536800166174","62.9895234690791","63.0234881932378","63.2384976686105","63.711853524002","64.4518528587513","65.3521122033568","66.3530294721161","67.2537401626336","67.8254315866491","67.8006222960054","67.5557984199688","67.1184040918502","66.6522388279015","66.3349088995355","66.4866424267915","66.6657183878929","66.901764700394","",
