Area,Area Id,Variable Name,Variable Id,Year,Value
Netherlands,150,Treated municipal wastewater,4270,1980,1.204
New Zealand,156,Total freshwater withdrawal (primary and secondary),4263,1980,1.2
Norway,162,Total freshwater withdrawal (primary and secondary),4263,1980,2
Poland,173,Fresh surface water withdrawal (primary and secondary),4261,1980,11.9
Poland,173,Fresh groundwater withdrawal (primary and secondary),4262,1980,3.231
Poland,173,Total freshwater withdrawal (primary and secondary),4263,1980,15.13
Romania,183,Total freshwater withdrawal (primary and secondary),4263,1980,18.8
Saudi Arabia,194,Desalinated water produced,4264,1982,0.112
Senegal,195,Number of municipal wastewater treatment facilities,4515,1982,1
Spain,203,Fresh surface water withdrawal (primary and secondary),4261,1980,34.8
Spain,203,Fresh groundwater withdrawal (primary and secondary),4262,1980,5.12
Spain,203,Total freshwater withdrawal (primary and secondary),4263,1980,39.92
Sweden,210,Fresh surface water withdrawal (primary and secondary),4261,1980,3.511
Sweden,210,Fresh groundwater withdrawal (primary and secondary),4262,1980,0.595
Sweden,210,Total freshwater withdrawal (primary and secondary),4263,1980,4.106
Sweden,210,Desalinated water produced,4264,1980,2.00E-04
Switzerland,211,Fresh surface water withdrawal (primary and secondary),4261,1980,1.667
Switzerland,211,Fresh groundwater withdrawal (primary and secondary),4262,1980,0.922
Switzerland,211,Total freshwater withdrawal (primary and secondary),4263,1980,2.589
Tunisia,222,Total freshwater withdrawal (primary and secondary),4263,1980,1.9
United Arab Emirates,225,Total freshwater withdrawal (primary and secondary),4263,1980,0.9
United Kingdom,229,Fresh surface water withdrawal (primary and secondary),4261,1980,10.99
United Kingdom,229,Fresh groundwater withdrawal (primary and secondary),4262,1980,2.49
United Kingdom,229,Total freshwater withdrawal (primary and secondary),4263,1980,13.48
United Kingdom,229,Desalinated water produced,4264,1980,0.0333
United States of America,231,Fresh surface water withdrawal (primary and secondary),4261,1980,402.6
United States of America,231,Fresh groundwater withdrawal (primary and secondary),4262,1980,115
United States of America,231,Total freshwater withdrawal (primary and secondary),4263,1980,517.6
United States of America,231,Desalinated water produced,4264,1980,0.138
Viet Nam,237,Total freshwater withdrawal (primary and secondary),4263,1980,37.86
Afghanistan,2,Total freshwater withdrawal (primary and secondary),4263,1987,26.11
Algeria,4,Total freshwater withdrawal (primary and secondary),4263,1985,3.5
Algeria,4,Produced municipal wastewater,4269,1985,0.66
Angola,7,Total freshwater withdrawal (primary and secondary),4263,1987,0.48
Austria,11,Fresh surface water withdrawal (primary and secondary),4261,1985,2.193
Austria,11,Fresh groundwater withdrawal (primary and secondary),4262,1985,1.384
Austria,11,Total freshwater withdrawal (primary and secondary),4263,1985,3.578
Austria,11,Desalinated water produced,4264,1985,0.0022
Belize,23,Total freshwater withdrawal (primary and secondary),4263,1987,0.02
Benin,53,Total freshwater withdrawal (primary and secondary),4263,1985,0.11
Bolivia (Plurinational State of),19,Total freshwater withdrawal (primary and secondary),4263,1987,1.24
Botswana,20,Total freshwater withdrawal (primary and secondary),4263,1985,0.09
Brazil,21,Total freshwater withdrawal (primary and secondary),4263,1987,35.04
Bulgaria,27,Total freshwater withdrawal (primary and secondary),4263,1985,14.09
Burkina Faso,233,Total freshwater withdrawal (primary and secondary),4263,1985,0.29
Burundi,29,Total freshwater withdrawal (primary and secondary),4263,1987,0.1
Cameroon,32,Total freshwater withdrawal (primary and secondary),4263,1987,0.396
Canada,33,Total freshwater withdrawal (primary and secondary),4263,1986,42.2
Central African Republic,37,Total freshwater withdrawal (primary and secondary),4263,1987,0.0194
Chad,39,Total freshwater withdrawal (primary and secondary),4263,1987,0.181
China,351,Total freshwater withdrawal (primary and secondary),4263,1985,481.1
Congo,46,Total freshwater withdrawal (primary and secondary),4263,1987,0.04
Côte d'Ivoire,107,Total freshwater withdrawal (primary and secondary),4263,1987,0.709
Cyprus,50,Total freshwater withdrawal (primary and secondary),4263,1985,0.2
Denmark,54,Total freshwater withdrawal (primary and secondary),4263,1985,1.705
Djibouti,72,Total freshwater withdrawal (primary and secondary),4263,1985,0.008
Equatorial Guinea,61,Total freshwater withdrawal (primary and secondary),4263,1987,0.01
Fiji,66,Total freshwater withdrawal (primary and secondary),4263,1987,0.03
Finland,67,Fresh surface water withdrawal (primary and secondary),4261,1985,3.68
Finland,67,Fresh groundwater withdrawal (primary and secondary),4262,1985,0.32
Finland,67,Total freshwater withdrawal (primary and secondary),4263,1985,4
Finland,67,Desalinated water produced,4264,1985,1.00E-04
France,68,Fresh surface water withdrawal (primary and secondary),4261,1985,28.71
France,68,Fresh groundwater withdrawal (primary and secondary),4262,1985,6.173
France,68,Total freshwater withdrawal (primary and secondary),4263,1985,34.88
France,68,Desalinated water produced,4264,1985,0.0117
Gabon,74,Total freshwater withdrawal (primary and secondary),4263,1987,0.06
Greece,84,Total freshwater withdrawal (primary and secondary),4263,1985,5.486
Greece,84,Desalinated water produced,4264,1985,0.01
Guinea,90,Fresh surface water withdrawal (primary and secondary),4261,1987,0.666
Guinea,90,Fresh groundwater withdrawal (primary and secondary),4262,1987,0.074
Guinea,90,Total freshwater withdrawal (primary and secondary),4263,1987,0.74
Hungary,97,Total freshwater withdrawal (primary and secondary),4263,1985,6.351
Iceland,99,Fresh surface water withdrawal (primary and secondary),4261,1985,0.008
Iceland,99,Fresh groundwater withdrawal (primary and secondary),4262,1985,0.104
Iceland,99,Total freshwater withdrawal (primary and secondary),4263,1985,0.112
India,100,Total freshwater withdrawal (primary and secondary),4263,1986,497.4
Iraq,103,Total freshwater withdrawal (primary and secondary),4263,1985,41.02
Israel,105,Total freshwater withdrawal (primary and secondary),4263,1986,1.72
Israel,105,Direct use of treated municipal wastewater,4535,1987,0.18
Israel,105,Produced municipal wastewater,4269,1987,0.271
Israel,105,Treated municipal wastewater,4270,1987,0.212
Italy,106,Desalinated water produced,4264,1987,0.05
Japan,110,Number of municipal wastewater treatment facilities,4515,1985,620
Jordan,112,Total freshwater withdrawal (primary and secondary),4263,1985,0.619
Lesotho,122,Total freshwater withdrawal (primary and secondary),4263,1987,0.05
Liberia,123,Total freshwater withdrawal (primary and secondary),4263,1987,0.13
Libya,124,Total freshwater withdrawal (primary and secondary),4263,1985,3.115
Luxembourg,256,Fresh surface water withdrawal (primary and secondary),4261,1985,0.022
Luxembourg,256,Fresh groundwater withdrawal (primary and secondary),4262,1985,0.045
Luxembourg,256,Total freshwater withdrawal (primary and secondary),4263,1985,0.067
Madagascar,129,Total freshwater withdrawal (primary and secondary),4263,1984,16.3
Maldives,132,Total freshwater withdrawal (primary and secondary),4263,1987,0.0034
Mali,133,Total freshwater withdrawal (primary and secondary),4263,1987,1.36
Malta,134,Fresh surface water withdrawal (primary and secondary),4261,1985,0
Malta,134,Fresh groundwater withdrawal (primary and secondary),4262,1985,0.0269
Mexico,138,Desalinated water produced,4264,1985,0.0307
Morocco,143,Total freshwater withdrawal (primary and secondary),4263,1985,11
Mozambique,144,Treated municipal wastewater,4270,1985,0
Myanmar,28,Total freshwater withdrawal (primary and secondary),4263,1987,28.26
Namibia,147,Total freshwater withdrawal (primary and secondary),4263,1985,0.14
Netherlands,150,Fresh surface water withdrawal (primary and secondary),4261,1985,8.242
Netherlands,150,Fresh groundwater withdrawal (primary and secondary),4262,1985,1.107
Netherlands,150,Total freshwater withdrawal (primary and secondary),4263,1985,9.349
Netherlands,150,Produced municipal wastewater,4269,1985,1.512
Netherlands,150,Collected municipal wastewater,4493,1985,1.417
Netherlands,150,Treated municipal wastewater,4270,1985,1.417
New Zealand,156,Total freshwater withdrawal (primary and secondary),4263,1985,1.9
Nigeria,159,Total freshwater withdrawal (primary and secondary),4263,1987,5.59
Paraguay,169,Total freshwater withdrawal (primary and secondary),4263,1987,0.43
Poland,173,Fresh surface water withdrawal (primary and secondary),4261,1985,13.08
Poland,173,Fresh groundwater withdrawal (primary and secondary),4262,1985,3.333
Poland,173,Total freshwater withdrawal (primary and secondary),4263,1985,16.41
Qatar,179,Direct use of treated municipal wastewater,4535,1985,0.022
Romania,183,Total freshwater withdrawal (primary and secondary),4263,1985,20.5
Saudi Arabia,194,Desalinated water produced,4264,1987,0.508
Senegal,195,Total freshwater withdrawal (primary and secondary),4263,1987,1.36
Sierra Leone,197,Total freshwater withdrawal (primary and secondary),4263,1987,0.37
Somalia,201,Total freshwater withdrawal (primary and secondary),4263,1987,0.81
Spain,203,Total freshwater withdrawal (primary and secondary),4263,1986,45.85
Suriname,207,Total freshwater withdrawal (primary and secondary),4263,1987,0.46
Sweden,210,Fresh surface water withdrawal (primary and secondary),4261,1985,2.348
Sweden,210,Fresh groundwater withdrawal (primary and secondary),4262,1985,0.622
Sweden,210,Total freshwater withdrawal (primary and secondary),4263,1985,2.97
Sweden,210,Desalinated water produced,4264,1985,2.00E-04
Switzerland,211,Fresh surface water withdrawal (primary and secondary),4261,1985,1.693
Switzerland,211,Fresh groundwater withdrawal (primary and secondary),4262,1985,0.953
Switzerland,211,Total freshwater withdrawal (primary and secondary),4263,1985,2.646
Togo,217,Total freshwater withdrawal (primary and secondary),4263,1987,0.091
Tunisia,222,Total freshwater withdrawal (primary and secondary),4263,1985,2.3
United Kingdom,229,Fresh surface water withdrawal (primary and secondary),4261,1985,8.979
United Kingdom,229,Fresh groundwater withdrawal (primary and secondary),4262,1985,2.521
United Kingdom,229,Total freshwater withdrawal (primary and secondary),4263,1985,11.5
United Kingdom,229,Desalinated water produced,4264,1985,0.0333
United States of America,231,Desalinated water produced,4264,1985,0.138
United States of America,231,Treated municipal wastewater,4270,1986,38.3
United States of America,231,Number of municipal wastewater treatment facilities,4515,1984,15580
Viet Nam,237,Total freshwater withdrawal (primary and secondary),4263,1985,45.27
Zimbabwe,181,Total freshwater withdrawal (primary and secondary),4263,1987,1.22
Albania,3,Total freshwater withdrawal (primary and secondary),4263,1990,1.2
Algeria,4,Total freshwater withdrawal (primary and secondary),4263,1990,4.436
Algeria,4,Desalinated water produced,4264,1990,0.064
Angola,7,Desalinated water produced,4264,1990,1.00E-04
Antigua and Barbuda,8,Total freshwater withdrawal (primary and secondary),4263,1990,0.0017
Antigua and Barbuda,8,Desalinated water produced,4264,1992,0.0033
Antigua and Barbuda,8,Treated municipal wastewater,4270,1990,2.00E-04
Argentina,9,Desalinated water produced,4264,1990,7.00E-04
Argentina,9,Direct use of treated municipal wastewater,4535,1992,0
Australia,10,Desalinated water produced,4264,1990,0.0298
Austria,11,Fresh surface water withdrawal (primary and secondary),4261,1990,2.559
Austria,11,Fresh groundwater withdrawal (primary and secondary),4262,1990,1.246
Austria,11,Total freshwater withdrawal (primary and secondary),4263,1990,3.805
Austria,11,Desalinated water produced,4264,1990,0.0022
Azerbaijan,52,Total freshwater withdrawal (primary and secondary),4263,1992,16.2
Bahamas,12,Desalinated water produced,4264,1989,0.0013
Bahrain,13,Total freshwater withdrawal (primary and secondary),4263,1990,0.1869
Bahrain,13,Desalinated water produced,4264,1991,0.0441
Bahrain,13,Direct use of treated municipal wastewater,4535,1991,0.008
Bahrain,13,Produced municipal wastewater,4269,1991,0.0449
Bahrain,13,Treated municipal wastewater,4270,1991,0.0449
Belgium,255,Number of municipal wastewater treatment facilities,4515,1992,256
Bolivia (Plurinational State of),19,Produced municipal wastewater,4269,1992,0.1358
Bolivia (Plurinational State of),19,Treated municipal wastewater,4270,1992,0.0336
Botswana,20,Total freshwater withdrawal (primary and secondary),4263,1992,0.113
Botswana,20,Produced municipal wastewater,4269,1990,0.011
Brunei Darussalam,26,Total freshwater withdrawal (primary and secondary),4263,1991,0.076
Bulgaria,27,Total freshwater withdrawal (primary and secondary),4263,1990,7.494
Burkina Faso,233,Total freshwater withdrawal (primary and secondary),4263,1992,0.376
Cabo Verde,35,Desalinated water produced,4264,1990,0.002
Cameroon,32,Total freshwater withdrawal (primary and secondary),4263,1992,0.4
Canada,33,Fresh surface water withdrawal (primary and secondary),4261,1991,44.06
Canada,33,Fresh groundwater withdrawal (primary and secondary),4262,1991,1.031
Canada,33,Total freshwater withdrawal (primary and secondary),4263,1991,45.09
Canada,33,Desalinated water produced,4264,1990,0.0027
Chile,40,Total freshwater withdrawal (primary and secondary),4263,1992,20.29
Chile,40,Desalinated water produced,4264,1990,0.0048
China,351,Total freshwater withdrawal (primary and secondary),4263,1990,500
China,351,Number of municipal wastewater treatment facilities,4515,1992,100
Congo,46,Treated municipal wastewater,4270,1992,0
Côte d'Ivoire,107,Total freshwater withdrawal (primary and secondary),4263,1990,1.1
Cyprus,50,Total freshwater withdrawal (primary and secondary),4263,1990,0.223
Cyprus,50,Desalinated water produced,4264,1990,0.003
Denmark,54,Fresh groundwater withdrawal (primary and secondary),4262,1990,1.261
Denmark,54,Total freshwater withdrawal (primary and secondary),4263,1990,1.246
Denmark,54,Desalinated water produced,4264,1990,0.015
Djibouti,72,Desalinated water produced,4264,1990,1.00E-04
Ecuador,58,Desalinated water produced,4264,1990,0.0022
Egypt,59,Desalinated water produced,4264,1990,0.025
Egypt,59,Treated municipal wastewater,4270,1992,0.65
Egypt,59,Number of municipal wastewater treatment facilities,4515,1992,22
El Salvador,60,Total freshwater withdrawal (primary and secondary),4263,1992,0.7289
El Salvador,60,Desalinated water produced,4264,1992,1.00E-04
Estonia,63,Fresh surface water withdrawal (primary and secondary),4261,1992,2.221
Estonia,63,Fresh groundwater withdrawal (primary and secondary),4262,1992,0.409
Estonia,63,Total freshwater withdrawal (primary and secondary),4263,1992,2.63
Eswatini,209,Produced municipal wastewater,4269,1991,0.013
Finland,67,Fresh surface water withdrawal (primary and secondary),4261,1990,2.087
Finland,67,Fresh groundwater withdrawal (primary and secondary),4262,1990,0.24
Finland,67,Total freshwater withdrawal (primary and secondary),4263,1990,2.347
Finland,67,Desalinated water produced,4264,1990,1.00E-04
France,68,Fresh surface water withdrawal (primary and secondary),4261,1992,33.2
France,68,Fresh groundwater withdrawal (primary and secondary),4262,1992,6.019
France,68,Total freshwater withdrawal (primary and secondary),4263,1992,39.21
France,68,Desalinated water produced,4264,1990,0.0117
Germany,79,Fresh surface water withdrawal (primary and secondary),4261,1991,39.18
Germany,79,Fresh groundwater withdrawal (primary and secondary),4262,1991,7.092
Germany,79,Total freshwater withdrawal (primary and secondary),4263,1991,46.27
Greece,84,Fresh surface water withdrawal (primary and secondary),4261,1992,5.024
Greece,84,Fresh groundwater withdrawal (primary and secondary),4262,1992,3.014
Greece,84,Total freshwater withdrawal (primary and secondary),4263,1992,8.028
Greece,84,Desalinated water produced,4264,1990,0.01
Guinea-Bissau,175,Total freshwater withdrawal (primary and secondary),4263,1991,0.0166
Guyana,91,Total freshwater withdrawal (primary and secondary),4263,1992,1.46
Haiti,93,Total freshwater withdrawal (primary and secondary),4263,1991,0.9799
Honduras,95,Desalinated water produced,4264,1990,2.00E-04
Hungary,97,Fresh surface water withdrawal (primary and secondary),4261,1992,6.019
Hungary,97,Fresh groundwater withdrawal (primary and secondary),4262,1992,1.118
Hungary,97,Total freshwater withdrawal (primary and secondary),4263,1992,7.137
Hungary,97,Desalinated water produced,4264,1990,2.00E-04
Iceland,99,Fresh surface water withdrawal (primary and secondary),4261,1992,0.007
Iceland,99,Fresh groundwater withdrawal (primary and secondary),4262,1992,0.16
Iceland,99,Total freshwater withdrawal (primary and secondary),4263,1992,0.167
India,100,Total freshwater withdrawal (primary and secondary),4263,1990,500
India,100,Produced municipal wastewater,4269,1990,4.9
India,100,Treated municipal wastewater,4270,1990,0.917
Indonesia,101,Total freshwater withdrawal (primary and secondary),4263,1990,74.32
Indonesia,101,Desalinated water produced,4264,1990,0.0187
Iran (Islamic Republic of),102,Desalinated water produced,4264,1991,0.003
Iraq,103,Total freshwater withdrawal (primary and secondary),4263,1990,42.8
Ireland,104,Desalinated water produced,4264,1990,2.00E-04
Israel,105,Total freshwater withdrawal (primary and secondary),4263,1990,1.584
Israel,105,Desalinated water produced,4264,1990,0.0256
Israel,105,Direct use of treated municipal wastewater,4535,1989,0.194
Israel,105,Produced municipal wastewater,4269,1989,0.293
Israel,105,Treated municipal wastewater,4270,1989,0.234
Italy,106,Desalinated water produced,4264,1990,0.0973
Italy,106,Treated municipal wastewater,4270,1990,1
Jamaica,109,Desalinated water produced,4264,1990,5.00E-04
Japan,110,Total freshwater withdrawal (primary and secondary),4263,1992,91.4
Japan,110,Number of municipal wastewater treatment facilities,4515,1990,800
Jordan,112,Total freshwater withdrawal (primary and secondary),4263,1992,0.937
Jordan,112,Direct use of treated municipal wastewater,4535,1990,0.047
Kenya,114,Total freshwater withdrawal (primary and secondary),4263,1990,2.049
Kuwait,118,Desalinated water produced,4264,1990,0.507
Lebanon,121,Direct use of treated municipal wastewater,4535,1991,0.002
Lebanon,121,Produced municipal wastewater,4269,1991,0.165
Lebanon,121,Treated municipal wastewater,4270,1991,0.004
Libya,124,Total freshwater withdrawal (primary and secondary),4263,1990,4.76
Malaysia,131,Total freshwater withdrawal (primary and secondary),4263,1990,10.12
Malaysia,131,Desalinated water produced,4264,1990,0.0043
Maldives,132,Desalinated water produced,4264,1991,4.00E-04
Malta,134,Desalinated water produced,4264,1990,0.024
Marshall Islands,127,Desalinated water produced,4264,1990,7.00E-04
Mauritania,136,Desalinated water produced,4264,1990,0.002
Mauritius,137,Total freshwater withdrawal (primary and secondary),4263,1990,0.566
Mexico,138,Desalinated water produced,4264,1990,0.0307
Monaco,140,Total freshwater withdrawal (primary and secondary),4263,1990,0.0067
Morocco,143,Total freshwater withdrawal (primary and secondary),4263,1992,11.04
Morocco,143,Desalinated water produced,4264,1992,0.0034
Morocco,143,Treated municipal wastewater,4270,1991,0.006
Mozambique,144,Total freshwater withdrawal (primary and secondary),4263,1990,0.605
Namibia,147,Total freshwater withdrawal (primary and secondary),4263,1991,0.2487
Namibia,147,Desalinated water produced,4264,1991,3.00E-04
Netherlands,150,Fresh surface water withdrawal (primary and secondary),4261,1990,6.803
Netherlands,150,Fresh groundwater withdrawal (primary and secondary),4262,1990,1.18
Netherlands,150,Total freshwater withdrawal (primary and secondary),4263,1991,7.983
Netherlands,150,Produced municipal wastewater,4269,1991,1.651
Netherlands,150,Collected municipal wastewater,4493,1992,1.769
Netherlands,150,Treated municipal wastewater,4270,1992,1.769
Nicaragua,157,Desalinated water produced,4264,1990,2.00E-04
Niger,158,Fresh surface water withdrawal (primary and secondary),4261,1988,0.04
Niger,158,Fresh groundwater withdrawal (primary and secondary),4262,1988,0.46
Niger,158,Total freshwater withdrawal (primary and secondary),4263,1988,0.5
Nigeria,159,Desalinated water produced,4264,1990,0.003
Norway,162,Desalinated water produced,4264,1990,1.00E-04
Oman,221,Total freshwater withdrawal (primary and secondary),4263,1991,1.197
Oman,221,Direct use of treated municipal wastewater,4535,1991,0.026
Oman,221,Produced municipal wastewater,4269,1991,0.058
Pakistan,165,Total freshwater withdrawal (primary and secondary),4263,1991,155.6
Peru,170,Desalinated water produced,4264,1992,0.0054
Poland,173,Fresh surface water withdrawal (primary and secondary),4261,1992,10.35
Poland,173,Fresh groundwater withdrawal (primary and secondary),4262,1992,3.03
Poland,173,Total freshwater withdrawal (primary and secondary),4263,1992,13.38
Poland,173,Desalinated water produced,4264,1990,0.007
Portugal,174,Total freshwater withdrawal (primary and secondary),4263,1991,8.598
Portugal,174,Desalinated water produced,4264,1990,0.0016
Puerto Rico,177,Fresh surface water withdrawal (primary and secondary),4261,1990,0.5794
Puerto Rico,177,Fresh groundwater withdrawal (primary and secondary),4262,1990,0.2181
Puerto Rico,177,Total freshwater withdrawal (primary and secondary),4263,1990,0.7976
Qatar,179,Desalinated water produced,4264,1990,0.065
Republic of Korea,117,Fresh surface water withdrawal (primary and secondary),4261,1990,19.1
Republic of Korea,117,Fresh groundwater withdrawal (primary and secondary),4262,1990,1.47
Republic of Korea,117,Total freshwater withdrawal (primary and secondary),4263,1990,20.57
Republic of Moldova,146,Total freshwater withdrawal (primary and secondary),4263,1992,1.963
Republic of Moldova,146,Treated municipal wastewater,4270,1992,0.296
Romania,183,Total freshwater withdrawal (primary and secondary),4263,1990,20.41
Saudi Arabia,194,Total freshwater withdrawal (primary and secondary),4263,1992,16.12
Saudi Arabia,194,Desalinated water produced,4264,1992,0.683
Saudi Arabia,194,Direct use of treated municipal wastewater,4535,1992,0.217
Saudi Arabia,194,Treated municipal wastewater,4270,1991,0.438
Saudi Arabia,194,Number of municipal wastewater treatment facilities,4515,1992,22
Senegal,195,Desalinated water produced,4264,1990,5.00E-05
Seychelles,196,Fresh surface water withdrawal (primary and secondary),4261,1989,0.0116
Seychelles,196,Fresh groundwater withdrawal (primary and secondary),4262,1989,3.00E-04
Seychelles,196,Total freshwater withdrawal (primary and secondary),4263,1989,0.0119
Seychelles,196,Produced municipal wastewater,4269,1989,0.0088
Singapore,200,Desalinated water produced,4264,1990,0.0072
Somalia,201,Desalinated water produced,4264,1990,1.00E-04
South Africa,202,Total freshwater withdrawal (primary and secondary),4263,1990,13.29
South Africa,202,Desalinated water produced,4264,1990,0.018
South Africa,202,Produced municipal wastewater,4269,1990,1.7
Spain,203,Fresh surface water withdrawal (primary and secondary),4261,1991,31.3
Spain,203,Fresh groundwater withdrawal (primary and secondary),4262,1991,5.5
Spain,203,Total freshwater withdrawal (primary and secondary),4263,1991,36.8
Spain,203,Desalinated water produced,4264,1990,0.1002
Sri Lanka,38,Total freshwater withdrawal (primary and secondary),4263,1990,9.769
Sweden,210,Fresh surface water withdrawal (primary and secondary),4261,1992,2.346
Sweden,210,Fresh groundwater withdrawal (primary and secondary),4262,1992,0.627
Sweden,210,Total freshwater withdrawal (primary and secondary),4263,1992,2.973
Sweden,210,Desalinated water produced,4264,1990,2.00E-04
Switzerland,211,Fresh surface water withdrawal (primary and secondary),4261,1992,1.715
Switzerland,211,Fresh groundwater withdrawal (primary and secondary),4262,1992,0.98
Switzerland,211,Total freshwater withdrawal (primary and secondary),4263,1992,2.695
Thailand,216,Treated municipal wastewater,4270,1990,0
Tunisia,222,Total freshwater withdrawal (primary and secondary),4263,1990,3.067
Tunisia,222,Desalinated water produced,4264,1990,0.008
Tunisia,222,Treated municipal wastewater,4270,1991,0.095
Turkey,223,Total freshwater withdrawal (primary and secondary),4263,1992,31.6
Turkey,223,Desalinated water produced,4264,1992,5.00E-04
Ukraine,230,Total freshwater withdrawal (primary and secondary),4263,1992,26
United Arab Emirates,225,Desalinated water produced,4264,1990,0.163
United Kingdom,229,Fresh surface water withdrawal (primary and secondary),4261,1990,9.311
United Kingdom,229,Fresh groundwater withdrawal (primary and secondary),4262,1990,2.709
United Kingdom,229,Total freshwater withdrawal (primary and secondary),4263,1990,12.02
United Kingdom,229,Desalinated water produced,4264,1990,0.0333
United States of America,231,Fresh surface water withdrawal (primary and secondary),4261,1990,355.6
United States of America,231,Fresh groundwater withdrawal (primary and secondary),4262,1990,109.5
United States of America,231,Total freshwater withdrawal (primary and secondary),4263,1990,465.1
United States of America,231,Desalinated water produced,4264,1990,0.58
United States of America,231,Direct use of treated municipal wastewater,4535,1990,1.284
United States of America,231,Treated municipal wastewater,4270,1992,40.8
United States of America,231,Number of municipal wastewater treatment facilities,4515,1992,15613
Venezuela (Bolivarian Republic of),236,Desalinated water produced,4264,1990,0.0052
Yemen,249,Total freshwater withdrawal (primary and secondary),4263,1990,2.922
Yemen,249,Desalinated water produced,4264,1990,0.01
Yemen,249,Treated municipal wastewater,4270,1991,0.018
Zambia,251,Fresh surface water withdrawal (primary and secondary),4261,1992,1.68
Zambia,251,Fresh groundwater withdrawal (primary and secondary),4262,1992,0.067
Zambia,251,Total freshwater withdrawal (primary and secondary),4263,1992,1.747
Argentina,9,Total freshwater withdrawal (primary and secondary),4263,1995,28.58
Argentina,9,Desalinated water produced,4264,1995,7.00E-04
