Area,Area Id,Variable Name,Variable Id,Year,Value
Bhutan,18,Permanent crops area,4102,1982,18
Bhutan,18,Cultivated area (arable land + permanent crops),4103,1982,153
Bhutan,18,Population density,4107,1982,9.17
Bolivia (Plurinational State of),19,Total area of the country (excl. coastal waters),4100,1982,109858
Bolivia (Plurinational State of),19,Arable land area,4101,1982,2018
Bolivia (Plurinational State of),19,Permanent crops area,4102,1982,118
Bolivia (Plurinational State of),19,Cultivated area (arable land + permanent crops),4103,1982,2136
Bolivia (Plurinational State of),19,Population density,4107,1982,5.311
Botswana,20,Total area of the country (excl. coastal waters),4100,1982,58173
Botswana,20,Arable land area,4101,1982,405
Botswana,20,Permanent crops area,4102,1982,1
Botswana,20,Cultivated area (arable land + permanent crops),4103,1982,406
Botswana,20,Population density,4107,1982,1.85
Brazil,21,Total area of the country (excl. coastal waters),4100,1982,851577
Brazil,21,Arable land area,4101,1982,47000
Brazil,21,Permanent crops area,4102,1982,7136
Brazil,21,Cultivated area (arable land + permanent crops),4103,1982,54136
Brazil,21,Population density,4107,1982,14.91
Brunei Darussalam,26,Total area of the country (excl. coastal waters),4100,1982,577
Brunei Darussalam,26,Arable land area,4101,1982,3
Brunei Darussalam,26,Permanent crops area,4102,1982,4
Brunei Darussalam,26,Cultivated area (arable land + permanent crops),4103,1982,7
Brunei Darussalam,26,Population density,4107,1982,35.72
Bulgaria,27,Total area of the country (excl. coastal waters),4100,1982,11099
Bulgaria,27,Arable land area,4101,1982,3818
Bulgaria,27,Permanent crops area,4102,1982,332
Bulgaria,27,Cultivated area (arable land + permanent crops),4103,1982,4150
Bulgaria,27,Population density,4107,1982,80.47
Burkina Faso,233,Total area of the country (excl. coastal waters),4100,1982,27422
Burkina Faso,233,Arable land area,4101,1982,2840
Burkina Faso,233,Permanent crops area,4102,1982,45
Burkina Faso,233,Cultivated area (arable land + permanent crops),4103,1982,2885
Burkina Faso,233,Population density,4107,1982,26.1
Burundi,29,Total area of the country (excl. coastal waters),4100,1982,2783
Burundi,29,Arable land area,4101,1982,930
Burundi,29,Permanent crops area,4102,1982,320
Burundi,29,Cultivated area (arable land + permanent crops),4103,1982,1250
Burundi,29,Population density,4107,1982,155.7
Cabo Verde,35,Total area of the country (excl. coastal waters),4100,1982,403
Cabo Verde,35,Arable land area,4101,1982,38
Cabo Verde,35,Permanent crops area,4102,1982,2
Cabo Verde,35,Cultivated area (arable land + permanent crops),4103,1982,40
Cabo Verde,35,Population density,4107,1982,73.77
Cambodia,115,Total area of the country (excl. coastal waters),4100,1982,18104
Cambodia,115,Arable land area,4101,1982,2030
Cambodia,115,Permanent crops area,4102,1982,70
Cambodia,115,Cultivated area (arable land + permanent crops),4103,1982,2100
Cambodia,115,Population density,4107,1982,38.21
Cameroon,32,Total area of the country (excl. coastal waters),4100,1982,47544
Cameroon,32,Arable land area,4101,1982,5910
Cameroon,32,Permanent crops area,4102,1982,1100
Cameroon,32,Cultivated area (arable land + permanent crops),4103,1982,7010
Cameroon,32,Population density,4107,1982,19.26
Canada,33,Total area of the country (excl. coastal waters),4100,1982,998467
Canada,33,Arable land area,4101,1982,45106
Canada,33,Permanent crops area,4102,1982,5904
Canada,33,Cultivated area (arable land + permanent crops),4103,1982,51010
Canada,33,Population density,4107,1982,2.508
Central African Republic,37,Total area of the country (excl. coastal waters),4100,1982,62298
Central African Republic,37,Arable land area,4101,1982,1880
Central African Republic,37,Permanent crops area,4102,1982,80
Central African Republic,37,Cultivated area (arable land + permanent crops),4103,1982,1960
Central African Republic,37,Population density,4107,1982,3.883
Chad,39,Total area of the country (excl. coastal waters),4100,1982,128400
Chad,39,Arable land area,4101,1982,3132
Chad,39,Permanent crops area,4102,1982,18
Chad,39,Cultivated area (arable land + permanent crops),4103,1982,3150
Chad,39,Population density,4107,1982,3.672
Chile,40,Total area of the country (excl. coastal waters),4100,1982,75610
Chile,40,Arable land area,4101,1982,3580
Chile,40,Permanent crops area,4102,1982,220
Chile,40,Cultivated area (arable land + permanent crops),4103,1982,3800
Chile,40,Population density,4107,1982,15.36
China,351,Total area of the country (excl. coastal waters),4100,1982,960000
China,351,Arable land area,4101,1982,102450
China,351,Permanent crops area,4102,1982,3449
China,351,Cultivated area (arable land + permanent crops),4103,1982,105899
China,351,Population density,4107,1982,108.9
Colombia,44,Total area of the country (excl. coastal waters),4100,1982,114175
Colombia,44,Arable land area,4101,1982,3743
Colombia,44,Permanent crops area,4102,1982,1480
Colombia,44,Cultivated area (arable land + permanent crops),4103,1982,5223
Colombia,44,Population density,4107,1982,25.42
Comoros,45,Total area of the country (excl. coastal waters),4100,1982,186.1
Comoros,45,Arable land area,4101,1982,65
Comoros,45,Permanent crops area,4102,1982,20
Comoros,45,Cultivated area (arable land + permanent crops),4103,1982,85
Comoros,45,Population density,4107,1982,175.7
Congo,46,Total area of the country (excl. coastal waters),4100,1982,34200
Congo,46,Arable land area,4101,1982,516
Congo,46,Permanent crops area,4102,1982,38
Congo,46,Cultivated area (arable land + permanent crops),4103,1982,554
Congo,46,Population density,4107,1982,5.705
Cook Islands,47,Total area of the country (excl. coastal waters),4100,1982,24
Cook Islands,47,Arable land area,4101,1982,1
Cook Islands,47,Permanent crops area,4102,1982,5
Cook Islands,47,Cultivated area (arable land + permanent crops),4103,1982,6
Cook Islands,47,Population density,4107,1982,72.46
Costa Rica,48,Total area of the country (excl. coastal waters),4100,1982,5110
Costa Rica,48,Arable land area,4101,1982,283
Costa Rica,48,Permanent crops area,4102,1982,229
Costa Rica,48,Cultivated area (arable land + permanent crops),4103,1982,512
Costa Rica,48,Population density,4107,1982,49.33
C̫te d'Ivoire,107,Total area of the country (excl. coastal waters),4100,1982,32246
C̫te d'Ivoire,107,Arable land area,4101,1982,1990
C̫te d'Ivoire,107,Permanent crops area,4102,1982,2500
C̫te d'Ivoire,107,Cultivated area (arable land + permanent crops),4103,1982,4490
C̫te d'Ivoire,107,Population density,4107,1982,28.05
Cuba,49,Total area of the country (excl. coastal waters),4100,1982,10989
Cuba,49,Arable land area,4101,1982,3050
Cuba,49,Permanent crops area,4102,1982,350
Cuba,49,Cultivated area (arable land + permanent crops),4103,1982,3400
Cuba,49,Population density,4107,1982,90.33
Cyprus,50,Total area of the country (excl. coastal waters),4100,1982,925
Cyprus,50,Arable land area,4101,1982,115
Cyprus,50,Permanent crops area,4102,1982,63
Cyprus,50,Cultivated area (arable land + permanent crops),4103,1982,178
Cyprus,50,Population density,4107,1982,74.78
Democratic People's Republic of Korea,116,Total area of the country (excl. coastal waters),4100,1982,12054
Democratic People's Republic of Korea,116,Arable land area,4101,1982,2285
Democratic People's Republic of Korea,116,Permanent crops area,4102,1982,180
Democratic People's Republic of Korea,116,Cultivated area (arable land + permanent crops),4103,1982,2465
Democratic People's Republic of Korea,116,Population density,4107,1982,149.4
Democratic Republic of the Congo,250,Total area of the country (excl. coastal waters),4100,1982,234486
Democratic Republic of the Congo,250,Arable land area,4101,1982,6640
Democratic Republic of the Congo,250,Permanent crops area,4102,1982,1030
Democratic Republic of the Congo,250,Cultivated area (arable land + permanent crops),4103,1982,7670
Democratic Republic of the Congo,250,Population density,4107,1982,11.82
Denmark,54,Total area of the country (excl. coastal waters),4100,1982,4309
Denmark,54,Arable land area,4101,1982,2630
Denmark,54,Permanent crops area,4102,1982,14
Denmark,54,Cultivated area (arable land + permanent crops),4103,1982,2644
Denmark,54,Population density,4107,1982,118.9
Djibouti,72,Total area of the country (excl. coastal waters),4100,1982,2320
Djibouti,72,Arable land area,4101,1982,1
Djibouti,72,Permanent crops area,4102,1982,0
Djibouti,72,Cultivated area (arable land + permanent crops),4103,1982,1
Djibouti,72,Population density,4107,1982,16.61
Dominica,55,Total area of the country (excl. coastal waters),4100,1982,75
Dominica,55,Arable land area,4101,1982,6
Dominica,55,Permanent crops area,4102,1982,11
Dominica,55,Cultivated area (arable land + permanent crops),4103,1982,17
Dominica,55,Population density,4107,1982,100.2
Dominican Republic,56,Total area of the country (excl. coastal waters),4100,1982,4867
Dominican Republic,56,Arable land area,4101,1982,1075
Dominican Republic,56,Permanent crops area,4102,1982,355
Dominican Republic,56,Cultivated area (arable land + permanent crops),4103,1982,1430
Dominican Republic,56,Population density,4107,1982,124.9
Ecuador,58,Total area of the country (excl. coastal waters),4100,1982,28356
Ecuador,58,Arable land area,4101,1982,1552
Ecuador,58,Permanent crops area,4102,1982,988
Ecuador,58,Cultivated area (arable land + permanent crops),4103,1982,2540
Ecuador,58,Population density,4107,1982,29.6
Egypt,59,Total area of the country (excl. coastal waters),4100,1982,100145
Egypt,59,Arable land area,4101,1982,2281
Egypt,59,Permanent crops area,4102,1982,164
Egypt,59,Cultivated area (arable land + permanent crops),4103,1982,2445
Egypt,59,Population density,4107,1982,46.31
El Salvador,60,Total area of the country (excl. coastal waters),4100,1982,2104
El Salvador,60,Arable land area,4101,1982,479
El Salvador,60,Permanent crops area,4102,1982,252
El Salvador,60,Cultivated area (arable land + permanent crops),4103,1982,731
El Salvador,60,Population density,4107,1982,224.6
Equatorial Guinea,61,Total area of the country (excl. coastal waters),4100,1982,2805
Equatorial Guinea,61,Arable land area,4101,1982,130
Equatorial Guinea,61,Permanent crops area,4102,1982,100
Equatorial Guinea,61,Cultivated area (arable land + permanent crops),4103,1982,230
Equatorial Guinea,61,Population density,4107,1982,10.36
Eswatini,209,Total area of the country (excl. coastal waters),4100,1982,1736
Eswatini,209,Arable land area,4101,1982,133
Eswatini,209,Permanent crops area,4102,1982,8
Eswatini,209,Cultivated area (arable land + permanent crops),4103,1982,141
Eswatini,209,Population density,4107,1982,36.82
Faroe Islands,64,Total area of the country (excl. coastal waters),4100,1982,139.6
Faroe Islands,64,Arable land area,4101,1982,3
Faroe Islands,64,Permanent crops area,4102,1982,0
Faroe Islands,64,Cultivated area (arable land + permanent crops),4103,1982,3
Faroe Islands,64,Population density,4107,1982,31.74
Fiji,66,Total area of the country (excl. coastal waters),4100,1982,1827
Fiji,66,Arable land area,4101,1982,100
Fiji,66,Permanent crops area,4102,1982,80
Fiji,66,Cultivated area (arable land + permanent crops),4103,1982,180
Fiji,66,Population density,4107,1982,36.57
Finland,67,Total area of the country (excl. coastal waters),4100,1982,33815
Finland,67,Arable land area,4101,1982,2325
Finland,67,Permanent crops area,4102,1982,3
Finland,67,Cultivated area (arable land + permanent crops),4103,1982,2328
Finland,67,Population density,4107,1982,14.3
France,68,Total area of the country (excl. coastal waters),4100,1982,54909
France,68,Arable land area,4101,1982,17651
France,68,Permanent crops area,4102,1982,1372
France,68,Cultivated area (arable land + permanent crops),4103,1982,19023
France,68,Population density,4107,1982,99.34
Gabon,74,Total area of the country (excl. coastal waters),4100,1982,26767
Gabon,74,Arable land area,4101,1982,290
Gabon,74,Permanent crops area,4102,1982,162
Gabon,74,Cultivated area (arable land + permanent crops),4103,1982,452
Gabon,74,Population density,4107,1982,2.865
Gambia,75,Total area of the country (excl. coastal waters),4100,1982,1130
Gambia,75,Arable land area,4101,1982,202
Gambia,75,Permanent crops area,4102,1982,4
Gambia,75,Cultivated area (arable land + permanent crops),4103,1982,206
Gambia,75,Population density,4107,1982,57.36
Germany,79,Total area of the country (excl. coastal waters),4100,1982,35697
Germany,79,Arable land area,4101,1982,11975
Germany,79,Permanent crops area,4102,1982,489
Germany,79,Cultivated area (arable land + permanent crops),4103,1982,12464
Germany,79,Population density,4107,1982,218.4
Ghana,81,Total area of the country (excl. coastal waters),4100,1982,23854
Ghana,81,Arable land area,4101,1982,2100
Ghana,81,Permanent crops area,4102,1982,1700
Ghana,81,Cultivated area (arable land + permanent crops),4103,1982,3800
Ghana,81,Population density,4107,1982,48.16
Greece,84,Total area of the country (excl. coastal waters),4100,1982,13196
Greece,84,Arable land area,4101,1982,2928
Greece,84,Permanent crops area,4102,1982,1023
Greece,84,Cultivated area (arable land + permanent crops),4103,1982,3951
Greece,84,Population density,4107,1982,74.3
Grenada,86,Total area of the country (excl. coastal waters),4100,1982,34
Grenada,86,Arable land area,4101,1982,3
Grenada,86,Permanent crops area,4102,1982,12
Grenada,86,Cultivated area (arable land + permanent crops),4103,1982,15
Grenada,86,Population density,4107,1982,273.8
Guatemala,89,Total area of the country (excl. coastal waters),4100,1982,10889
Guatemala,89,Arable land area,4101,1982,1300
Guatemala,89,Permanent crops area,4102,1982,484
Guatemala,89,Cultivated area (arable land + permanent crops),4103,1982,1784
Guatemala,89,Population density,4107,1982,70.3
Guinea,90,Total area of the country (excl. coastal waters),4100,1982,24586
Guinea,90,Arable land area,4101,1982,3043
Guinea,90,Permanent crops area,4102,1982,430
Guinea,90,Cultivated area (arable land + permanent crops),4103,1982,3473
Guinea,90,Population density,4107,1982,19.08
Guinea-Bissau,175,Total area of the country (excl. coastal waters),4100,1982,3613
Guinea-Bissau,175,Arable land area,4101,1982,270
Guinea-Bissau,175,Permanent crops area,4102,1982,53
Guinea-Bissau,175,Cultivated area (arable land + permanent crops),4103,1982,323
Guinea-Bissau,175,Population density,4107,1982,23.05
Guyana,91,Total area of the country (excl. coastal waters),4100,1982,21497
Guyana,91,Arable land area,4101,1982,480
Guyana,91,Permanent crops area,4102,1982,15
Guyana,91,Cultivated area (arable land + permanent crops),4103,1982,495
Guyana,91,Population density,4107,1982,3.634
Haiti,93,Total area of the country (excl. coastal waters),4100,1982,2775
Haiti,93,Arable land area,4101,1982,780
Haiti,93,Permanent crops area,4102,1982,320
Haiti,93,Cultivated area (arable land + permanent crops),4103,1982,1100
Haiti,93,Population density,4107,1982,214.6
Honduras,95,Total area of the country (excl. coastal waters),4100,1982,11249
Honduras,95,Arable land area,4101,1982,1476
Honduras,95,Permanent crops area,4102,1982,293
Honduras,95,Cultivated area (arable land + permanent crops),4103,1982,1769
Honduras,95,Population density,4107,1982,34.77
Hungary,97,Total area of the country (excl. coastal waters),4100,1982,9303
Hungary,97,Arable land area,4101,1982,5019
Hungary,97,Permanent crops area,4102,1982,280
Hungary,97,Cultivated area (arable land + permanent crops),4103,1982,5299
Hungary,97,Population density,4107,1982,115.2
Iceland,99,Total area of the country (excl. coastal waters),4100,1982,10300
Iceland,99,Arable land area,4101,1982,134
Iceland,99,Permanent crops area,4102,1982,0
Iceland,99,Cultivated area (arable land + permanent crops),4103,1982,134
Iceland,99,Population density,4107,1982,2.265
India,100,Total area of the country (excl. coastal waters),4100,1982,328726
India,100,Arable land area,4101,1982,163246
India,100,Permanent crops area,4102,1982,5500
India,100,Cultivated area (arable land + permanent crops),4103,1982,168746
India,100,Population density,4107,1982,222
Indonesia,101,Total area of the country (excl. coastal waters),4100,1982,191093
Indonesia,101,Arable land area,4101,1982,18000
Indonesia,101,Permanent crops area,4102,1982,8000
Indonesia,101,Cultivated area (arable land + permanent crops),4103,1982,26000
Indonesia,101,Population density,4107,1982,80.85
Iran (Islamic Republic of),102,Total area of the country (excl. coastal waters),4100,1982,174515
Iran (Islamic Republic of),102,Arable land area,4101,1982,14141
Iran (Islamic Republic of),102,Permanent crops area,4102,1982,726
Iran (Islamic Republic of),102,Cultivated area (arable land + permanent crops),4103,1982,14867
Iran (Islamic Republic of),102,Population density,4107,1982,24
Iraq,103,Total area of the country (excl. coastal waters),4100,1982,43832
Iraq,103,Arable land area,4101,1982,5250
Iraq,103,Permanent crops area,4102,1982,200
Iraq,103,Cultivated area (arable land + permanent crops),4103,1982,5450
Iraq,103,Population density,4107,1982,32.94
Ireland,104,Total area of the country (excl. coastal waters),4100,1982,7028
Ireland,104,Arable land area,4101,1982,1058
Ireland,104,Permanent crops area,4102,1982,2
Ireland,104,Cultivated area (arable land + permanent crops),4103,1982,1060
Ireland,104,Population density,4107,1982,49.87
Israel,105,Total area of the country (excl. coastal waters),4100,1982,2207
Israel,105,Arable land area,4101,1982,325
Israel,105,Permanent crops area,4102,1982,95
Israel,105,Cultivated area (arable land + permanent crops),4103,1982,420
Israel,105,Population density,4107,1982,175.9
Italy,106,Total area of the country (excl. coastal waters),4100,1982,30134
Italy,106,Arable land area,4101,1982,9458
Italy,106,Permanent crops area,4102,1982,2957
Italy,106,Cultivated area (arable land + permanent crops),4103,1982,12415
Italy,106,Population density,4107,1982,188.2
Jamaica,109,Total area of the country (excl. coastal waters),4100,1982,1099
Jamaica,109,Arable land area,4101,1982,125
Jamaica,109,Permanent crops area,4102,1982,105
Jamaica,109,Cultivated area (arable land + permanent crops),4103,1982,230
Jamaica,109,Population density,4107,1982,203.4
Japan,110,Total area of the country (excl. coastal waters),4100,1982,37780
Japan,110,Arable land area,4101,1982,4852
Japan,110,Permanent crops area,4102,1982,574
Japan,110,Cultivated area (arable land + permanent crops),4103,1982,5426
Japan,110,Population density,4107,1982,316.6
Jordan,112,Total area of the country (excl. coastal waters),4100,1982,8878
Jordan,112,Arable land area,4101,1982,296.1
Jordan,112,Permanent crops area,4102,1982,38
Jordan,112,Cultivated area (arable land + permanent crops),4103,1982,334.1
Jordan,112,Population density,4107,1982,28.84
Kenya,114,Total area of the country (excl. coastal waters),4100,1982,58037
Kenya,114,Arable land area,4101,1982,3800
Kenya,114,Permanent crops area,4102,1982,480
Kenya,114,Cultivated area (arable land + permanent crops),4103,1982,4280
Kenya,114,Population density,4107,1982,30.25
Kiribati,83,Total area of the country (excl. coastal waters),4100,1982,81
Kiribati,83,Arable land area,4101,1982,2
Kiribati,83,Permanent crops area,4102,1982,36
Kiribati,83,Cultivated area (arable land + permanent crops),4103,1982,38
Kiribati,83,Population density,4107,1982,75.21
Kuwait,118,Total area of the country (excl. coastal waters),4100,1982,1782
Kuwait,118,Arable land area,4101,1982,2
Kuwait,118,Permanent crops area,4102,1982,0
Kuwait,118,Cultivated area (arable land + permanent crops),4103,1982,2
Kuwait,118,Population density,4107,1982,791.5
Lao People's Democratic Republic,120,Total area of the country (excl. coastal waters),4100,1982,23680
Lao People's Democratic Republic,120,Arable land area,4101,1982,785
Lao People's Democratic Republic,120,Permanent crops area,4102,1982,32
Lao People's Democratic Republic,120,Cultivated area (arable land + permanent crops),4103,1982,817
Lao People's Democratic Republic,120,Population density,4107,1982,14.36
Lebanon,121,Total area of the country (excl. coastal waters),4100,1982,1045
Lebanon,121,Arable land area,4101,1982,208
Lebanon,121,Permanent crops area,4102,1982,90
Lebanon,121,Cultivated area (arable land + permanent crops),4103,1982,298
Lebanon,121,Population density,4107,1982,251.9
Lesotho,122,Total area of the country (excl. coastal waters),4100,1982,3036
Lesotho,122,Arable land area,4101,1982,288
Lesotho,122,Permanent crops area,4102,1982,4
Lesotho,122,Cultivated area (arable land + permanent crops),4103,1982,292
Lesotho,122,Population density,4107,1982,45.36
Liberia,123,Total area of the country (excl. coastal waters),4100,1982,11137
Liberia,123,Arable land area,4101,1982,375
Liberia,123,Permanent crops area,4102,1982,205
Liberia,123,Cultivated area (arable land + permanent crops),4103,1982,580
Liberia,123,Population density,4107,1982,18.25
Libya,124,Total area of the country (excl. coastal waters),4100,1982,175954
Libya,124,Arable land area,4101,1982,1765
Libya,124,Permanent crops area,4102,1982,327
Libya,124,Cultivated area (arable land + permanent crops),4103,1982,2092
Libya,124,Population density,4107,1982,1.978
Liechtenstein,125,Total area of the country (excl. coastal waters),4100,1982,16
Liechtenstein,125,Arable land area,4101,1982,4
Liechtenstein,125,Permanent crops area,4102,1982,0
Liechtenstein,125,Cultivated area (arable land + permanent crops),4103,1982,4
Liechtenstein,125,Population density,4107,1982,165.8
Madagascar,129,Total area of the country (excl. coastal waters),4100,1982,58704
Madagascar,129,Arable land area,4101,1982,2570
Madagascar,129,Permanent crops area,4102,1982,530
Madagascar,129,Cultivated area (arable land + permanent crops),4103,1982,3100
Madagascar,129,Population density,4107,1982,15.73
Malawi,130,Total area of the country (excl. coastal waters),4100,1982,11848
Malawi,130,Arable land area,4101,1982,2100
Malawi,130,Permanent crops area,4102,1982,90
Malawi,130,Cultivated area (arable land + permanent crops),4103,1982,2190
Malawi,130,Population density,4107,1982,54.73
Malaysia,131,Total area of the country (excl. coastal waters),4100,1982,33080
Malaysia,131,Arable land area,4101,1982,994.8
Malaysia,131,Permanent crops area,4102,1982,3850
Malaysia,131,Cultivated area (arable land + permanent crops),4103,1982,4845
Malaysia,131,Population density,4107,1982,43.75
Maldives,132,Total area of the country (excl. coastal waters),4100,1982,30
Maldives,132,Arable land area,4101,1982,3
Maldives,132,Permanent crops area,4102,1982,4
Maldives,132,Cultivated area (arable land + permanent crops),4103,1982,7
Maldives,132,Population density,4107,1982,566.7
Mali,133,Total area of the country (excl. coastal waters),4100,1982,124019
Mali,133,Arable land area,4101,1982,2013
Mali,133,Permanent crops area,4102,1982,70
Mali,133,Cultivated area (arable land + permanent crops),4103,1982,2083
Mali,133,Population density,4107,1982,5.957
Malta,134,Total area of the country (excl. coastal waters),4100,1982,32
Malta,134,Arable land area,4101,1982,12
Malta,134,Permanent crops area,4102,1982,1
Malta,134,Cultivated area (arable land + permanent crops),4103,1982,13
Malta,134,Population density,4107,1982,1060
Marshall Islands,127,Total area of the country (excl. coastal waters),4100,1982,18
Marshall Islands,127,Arable land area,4101,1982,0.9091
Marshall Islands,127,Permanent crops area,4102,1982,8
Marshall Islands,127,Cultivated area (arable land + permanent crops),4103,1982,8.909
Marshall Islands,127,Population density,4107,1982,185
Mauritania,136,Total area of the country (excl. coastal waters),4100,1982,103070
Mauritania,136,Arable land area,4101,1982,250
Mauritania,136,Permanent crops area,4102,1982,4
Mauritania,136,Cultivated area (arable land + permanent crops),4103,1982,254
Mauritania,136,Population density,4107,1982,1.577
Mauritius,137,Total area of the country (excl. coastal waters),4100,1982,204
Mauritius,137,Arable land area,4101,1982,100
Mauritius,137,Permanent crops area,4102,1982,7
Mauritius,137,Cultivated area (arable land + permanent crops),4103,1982,107
Mauritius,137,Population density,4107,1982,484.8
Mexico,138,Total area of the country (excl. coastal waters),4100,1982,196438
Mexico,138,Arable land area,4101,1982,17795
Mexico,138,Permanent crops area,4102,1982,2005
Mexico,138,Cultivated area (arable land + permanent crops),4103,1982,19800
Mexico,138,Population density,4107,1982,36.96
Micronesia (Federated States of),145,Total area of the country (excl. coastal waters),4100,1982,70
Micronesia (Federated States of),145,Arable land area,4101,1982,2.273
Micronesia (Federated States of),145,Permanent crops area,4102,1982,17
Micronesia (Federated States of),145,Cultivated area (arable land + permanent crops),4103,1982,19.27
Micronesia (Federated States of),145,Population density,4107,1982,98.11
Mongolia,141,Total area of the country (excl. coastal waters),4100,1982,156412
Mongolia,141,Arable land area,4101,1982,1251
Mongolia,141,Permanent crops area,4102,1982,0
Mongolia,141,Cultivated area (arable land + permanent crops),4103,1982,1251
Mongolia,141,Population density,4107,1982,1.137
Morocco,143,Total area of the country (excl. coastal waters),4100,1982,44655
Morocco,143,Arable land area,4101,1982,7767
Morocco,143,Permanent crops area,4102,1982,510
Morocco,143,Cultivated area (arable land + permanent crops),4103,1982,8277
Morocco,143,Population density,4107,1982,47.07
Mozambique,144,Total area of the country (excl. coastal waters),4100,1982,79938
Mozambique,144,Arable land area,4101,1982,3000
Mozambique,144,Permanent crops area,4102,1982,230
Mozambique,144,Cultivated area (arable land + permanent crops),4103,1982,3230
Mozambique,144,Population density,4107,1982,15.52
Myanmar,28,Total area of the country (excl. coastal waters),4100,1982,67659
Myanmar,28,Arable land area,4101,1982,9620
Myanmar,28,Permanent crops area,4102,1982,460
Myanmar,28,Cultivated area (arable land + permanent crops),4103,1982,10080
Myanmar,28,Population density,4107,1982,51.61
Namibia,147,Total area of the country (excl. coastal waters),4100,1982,82429
Namibia,147,Arable land area,4101,1982,655
Namibia,147,Permanent crops area,4102,1982,2
Namibia,147,Cultivated area (arable land + permanent crops),4103,1982,657
Namibia,147,Population density,4107,1982,1.281
